file_name	chr	lows	ups
range_chr16_55160220_55841496.py	chr16	55160220	55841496
range_chr11_64911481_65595339.py	chr11	64911481	65595339
range_chr19_5724703_6428534.py	chr19	5724703	6428534
range_chr7_80103223_80803782.py	chr7	80103223	80803782
range_chr5_156076341_156753659.py	chr5	156076341	156753659
range_chr10_108963099_109622842.py	chr10	108963099	109622842
range_chrX_138998188_139680108.py	chrX	138998188	139680108
range_chr6_28506088_29211839.py	chr6	28506088	29211839
range_chr4_138516456_139197474.py	chr4	138516456	139197474
range_chr5_29165664_29867928.py	chr5	29165664	29867928
range_chr3_177075381_177754640.py	chr3	177075381	177754640
range_chrY_2560125_3293273.py	chrY	2560125	3293273
range_chr1_86454048_87158080.py	chr1	86454048	87158080
range_chr13_27783365_28466122.py	chr13	27783365	28466122
range_chr9_121894844_122578229.py	chr9	121894844	122578229
range_chr5_70110816_70820610.py	chr5	70110816	70820610
range_chr11_37254716_37935321.py	chr11	37254716	37935321
range_chr15_39163255_39844777.py	chr15	39163255	39844777
range_chr1_4597708_5322064.py	chr1	4597708	5322064
range_chrX_136952988_137635825.py	chrX	136952988	137635825
range_chrX_77301218_78006198.py	chrX	77301218	78006198
range_chr3_182515477_183196530.py	chr3	182515477	183196530
range_chr5_34787482_35489555.py	chr5	34787482	35489555
range_chr3_183196531_183877209.py	chr3	183196531	183877209
range_chr6_62081508_62782464.py	chr6	62081508	62782464
range_chr5_169660955_170339275.py	chr5	169660955	170339275
range_chr7_1499281_2223262.py	chr7	1499281	2223262
range_chr21_12129167_12817739.py	chr21	12129167	12817739
range_chr3_150557425_151238028.py	chr3	150557425	151238028
range_chr3_124013200_124693504.py	chr3	124013200	124693504
range_chr4_27100725_27801191.py	chr4	27100725	27801191
range_chr4_95523903_96225184.py	chr4	95523903	96225184
range_chr9_44073377_44784487.py	chr9	44073377	44784487
range_chr15_58954377_59634816.py	chr15	58954377	59634816
range_chr11_76612689_77295967.py	chr11	76612689	77295967
range_chr1_104585676_105265519.py	chr1	104585676	105265519
range_chr10_80589757_81272187.py	chr10	80589757	81272187
range_chr2_36183598_36886112.py	chr2	36183598	36886112
range_chr13_30510564_31191640.py	chr13	30510564	31191640
range_chr4_89212594_89914345.py	chr4	89212594	89914345
range_chr6_150362921_151042005.py	chr6	150362921	151042005
range_chr6_126575555_127255185.py	chr6	126575555	127255185
range_chr8_46905591_47609876.py	chr8	46905591	47609876
range_chr11_115005500_115667548.py	chr11	115005500	115667548
range_chr7_9475519_10193694.py	chr7	9475519	10193694
range_chr10_10563627_11244470.py	chr10	10563627	11244470
range_chr10_117556067_118216930.py	chr10	117556067	118216930
range_chr13_97361811_98044001.py	chr13	97361811	98044001
range_chr1_57646026_58347060.py	chr1	57646026	58347060
range_chr17_20912872_21595289.py	chr17	20912872	21595289
range_chr9_87394112_88098717.py	chr9	87394112	88098717
range_chr4_7318668_8042071.py	chr4	7318668	8042071
range_chr9_93021775_93726335.py	chr9	93021775	93726335
range_chr8_79912982_80616141.py	chr8	79912982	80616141
range_chr1_109344887_110026967.py	chr1	109344887	110026967
range_chr9_19359765_20063585.py	chr9	19359765	20063585
range_chr6_66289388_66990090.py	chr6	66289388	66990090
range_chr16_15324577_16005525.py	chr16	15324577	16005525
range_chr5_37600438_38303384.py	chr5	37600438	38303384
range_chr12_46199003_46881677.py	chr12	46199003	46881677
range_chr22_41693501_42376904.py	chr22	41693501	42376904
range_chr4_152120535_152800522.py	chr4	152120535	152800522
range_chr9_134179977_134861666.py	chr9	134179977	134861666
range_chr13_91910823_92590338.py	chr13	91910823	92590338
range_chr18_29850339_30531112.py	chr18	29850339	30531112
range_chr12_127868693_128528517.py	chr12	127868693	128528517
range_chr21_37394687_38075463.py	chr21	37394687	38075463
range_chr1_44978435_45684368.py	chr1	44978435	45684368
range_chr15_75328797_76011816.py	chr15	75328797	76011816
range_chrY_13080631_13789988.py	chrY	13080631	13789988
range_chr4_14475472_15176606.py	chr4	14475472	15176606
range_chr10_113589603_114250790.py	chr10	113589603	114250790
range_chr10_89452623_90135312.py	chr10	89452623	90135312
range_chr5_178505964_179188780.py	chr5	178505964	179188780
range_chr1_116838117_117518540.py	chr1	116838117	117518540
range_chr3_154639431_155319520.py	chr3	154639431	155319520
range_chr9_121212456_121894844.py	chr9	121212456	121894844
range_chr11_13382309_14065357.py	chr11	13382309	14065357
range_chr13_16000001_16688972.py	chr13	16000001	16688972
range_chr6_122499985_123179564.py	chr6	122499985	123179564
range_chr5_15093298_15794627.py	chr5	15093298	15794627
range_chr8_132261705_132939897.py	chr8	132261705	132939897
range_chr7_56528559_57238070.py	chr7	56528559	57238070
range_chr3_40389373_41091388.py	chr3	40389373	41091388
range_chr13_44145119_44826776.py	chr13	44145119	44826776
range_chr5_105082203_105761412.py	chr5	105082203	105761412
range_chr9_107572681_108253862.py	chr9	107572681	108253862
range_chr2_186863912_187543878.py	chr2	186863912	187543878
range_chr1_29489215_30191678.py	chr1	29489215	30191678
range_chr17_42983649_43667443.py	chr17	42983649	43667443
range_chr3_97402996_98104382.py	chr3	97402996	98104382
range_chr1_82935498_83638246.py	chr1	82935498	83638246
range_chr4_150760189_151441372.py	chr4	150760189	151441372
range_chr9_40499861_41209137.py	chr9	40499861	41209137
range_chr6_89472021_90175185.py	chr6	89472021	90175185
range_chr13_95315982_95998602.py	chr13	95315982	95998602
range_chr3_90227353_90986330.py	chr3	90227353	90986330
range_chr19_47648769_48331501.py	chr19	47648769	48331501
range_chr3_1494206_2218071.py	chr3	1494206	2218071
range_chrX_9805168_10515212.py	chrX	9805168	10515212
range_chr5_5844009_6567782.py	chr5	5844009	6567782
range_chr19_25053257_25741429.py	chr19	25053257	25741429
range_chr9_76123222_76827907.py	chr9	76123222	76827907
range_chr13_93271515_93952227.py	chr13	93271515	93952227
range_chrX_66030628_66733019.py	chrX	66030628	66733019
range_chr8_91898122_92600862.py	chr8	91898122	92600862
range_chr4_179980285_180657705.py	chr4	179980285	180657705
range_chr16_86484556_87163383.py	chr16	86484556	87163383
range_chr2_188903224_189584571.py	chr2	188903224	189584571
range_chr7_131071589_131752432.py	chr7	131071589	131752432
range_chr8_41159222_41861084.py	chr8	41159222	41861084
range_chr8_132939897_133616963.py	chr8	132939897	133616963
range_chr2_202525612_203208169.py	chr2	202525612	203208169
range_chr2_126254849_126934043.py	chr2	126254849	126934043
range_chr3_71307321_72009230.py	chr3	71307321	72009230
range_chr2_102452875_103132114.py	chr2	102452875	103132114
range_chr19_16106187_16787953.py	chr19	16106187	16787953
range_chr3_10189871_10891698.py	chr3	10189871	10891698
range_chr3_100885377_101566183.py	chr3	100885377	101566183
range_chr20_61450956_62132112.py	chr20	61450956	62132112
range_chr13_29829252_30510564.py	chr13	29829252	30510564
range_chr13_93952228_94633809.py	chr13	93952228	94633809
range_chr1_21741563_22444838.py	chr1	21741563	22444838
range_chr7_3671245_4393167.py	chr7	3671245	4393167
range_chr17_53238969_53919724.py	chr17	53238969	53919724
range_chr6_39788463_40489115.py	chr6	39788463	40489115
range_chr14_49785991_50468596.py	chr14	49785991	50468596
range_chr2_216822673_217501685.py	chr2	216822673	217501685
range_chr21_39436942_40118056.py	chr21	39436942	40118056
range_chr3_39685970_40389373.py	chr3	39685970	40389373
range_chr7_137189575_137867706.py	chr7	137189575	137867706
range_chr9_26392035_27096263.py	chr9	26392035	27096263
range_chr17_34777370_35461026.py	chr17	34777370	35461026
range_chr4_53361100_54062842.py	chr4	53361100	54062842
range_chr12_74199814_74881419.py	chr12	74199814	74881419
range_chr9_80349889_81054353.py	chr9	80349889	81054353
range_chr9_14431133_15135111.py	chr9	14431133	15135111
range_chr3_8014865_8739947.py	chr3	8014865	8739947
range_chr15_28242284_28926327.py	chr15	28242284	28926327
range_chr11_114344367_115005499.py	chr11	114344367	115005499
range_chr1_215298122_215977752.py	chr1	215298122	215977752
range_chr14_90040265_90722500.py	chr14	90040265	90722500
range_chr5_157433470_158114664.py	chr5	157433470	158114664
range_chr6_112979475_113657810.py	chr6	112979475	113657810
range_chr2_79776200_80477351.py	chr2	79776200	80477351
range_chr6_100050035_100730021.py	chr6	100050035	100730021
range_chr3_130140864_130821039.py	chr3	130140864	130821039
range_chr6_99346810_100050035.py	chr6	99346810	100050035
range_chr1_114798902_115479044.py	chr1	114798902	115479044
range_chr12_112675735_113336489.py	chr12	112675735	113336489
range_chr8_12409163_13110649.py	chr8	12409163	13110649
range_chr13_82328131_83009143.py	chr13	82328131	83009143
range_chr13_40734291_41417752.py	chr13	40734291	41417752
range_chr18_27124743_27806196.py	chr18	27124743	27806196
range_chr2_88219069_88923304.py	chr2	88219069	88923304
range_chr3_194750786_195429994.py	chr3	194750786	195429994
range_chrX_114922427_115605084.py	chrX	114922427	115605084
range_chr11_27019155_27702352.py	chr11	27019155	27702352
range_chr17_25150395_25838767.py	chr17	25150395	25838767
range_chr18_2867406_3572243.py	chr18	2867406	3572243
range_chr17_62113812_62796491.py	chr17	62113812	62796491
range_chr9_127358966_128041646.py	chr9	127358966	128041646
range_chr5_106439735_107117931.py	chr5	106439735	107117931
range_chr3_117879613_118559577.py	chr3	117879613	118559577
range_chr6_117057370_117738811.py	chr6	117057370	117738811
range_chr9_766923_1501177.py	chr9	766923	1501177
range_chr2_61476766_62181331.py	chr2	61476766	62181331
range_chr1_171065674_171747921.py	chr1	171065674	171747921
range_chr20_60094049_60772335.py	chr20	60094049	60772335
range_chr3_163489060_164170041.py	chr3	163489060	164170041
range_chr3_126736896_127415839.py	chr3	126736896	127415839
range_chrY_23070672_23779525.py	chrY	23070672	23779525
range_chr22_45780284_46460419.py	chr22	45780284	46460419
range_chr8_37644863_38348993.py	chr8	37644863	38348993
range_chr10_65574405_66255389.py	chr10	65574405	66255389
range_chr5_135660338_136339931.py	chr5	135660338	136339931
range_chr1_123035222_123723394.py	chr1	123035222	123723394
range_chr14_79822515_80504230.py	chr14	79822515	80504230
range_chr4_177944317_178622996.py	chr4	177944317	178622996
range_chr3_156000608_156679990.py	chr3	156000608	156679990
range_chr3_126055637_126736895.py	chr3	126055637	126736895
range_chr11_77979651_78662172.py	chr11	77979651	78662172
range_chr16_74262460_74944135.py	chr16	74262460	74944135
range_chrX_59617865_60328975.py	chrX	59617865	60328975
range_chr5_130893029_131574248.py	chr5	130893029	131574248
range_chr9_39083377_39791297.py	chr9	39083377	39791297
range_chr12_40740824_41422102.py	chr12	40740824	41422102
range_chr14_19755104_20440422.py	chr14	19755104	20440422
range_chr11_20894194_21574815.py	chr11	20894194	21574815
range_chr15_17688592_18377063.py	chr15	17688592	18377063
range_chr4_135122248_135800768.py	chr4	135122248	135800768
range_chr3_15109946_15813155.py	chr3	15109946	15813155
range_chr20_7146986_7850870.py	chr20	7146986	7850870
range_chr7_83607611_84308333.py	chr7	83607611	84308333
range_chr3_55869535_56572033.py	chr3	55869535	56572033
range_chr1_7498765_8224782.py	chr1	7498765	8224782
range_chr17_5773064_6476082.py	chr17	5773064	6476082
range_chr4_99740444_100429258.py	chr4	99740444	100429258
range_chr9_43356420_44073376.py	chr9	43356420	44073376
range_chr11_94357702_95039733.py	chr11	94357702	95039733
range_chr2_63592748_64297311.py	chr2	63592748	64297311
range_chr12_131826749_132488017.py	chr12	131826749	132488017
range_chr22_38964738_39646349.py	chr22	38964738	39646349
range_chr10_41367706_42301623.py	chr10	41367706	42301623
range_chr16_62663200_63345123.py	chr16	62663200	63345123
range_chr12_60555965_61236640.py	chr12	60555965	61236640
range_chr12_14007377_14689838.py	chr12	14007377	14689838
range_chr20_64178489_64334167.py	chr20	64178489	64334167
range_chr12_92604479_93286555.py	chr12	92604479	93286555
range_chr7_152199284_152880414.py	chr7	152199284	152880414
range_chr3_151238028_151918727.py	chr3	151238028	151918727
range_chr16_34705830_35390929.py	chr16	34705830	35390929
range_chr15_26199122_26880429.py	chr15	26199122	26880429
range_chr5_141112265_141797123.py	chr5	141112265	141797123
range_chr7_68854702_69557154.py	chr7	68854702	69557154
range_chr7_30551445_31253321.py	chr7	30551445	31253321
range_chr10_37818168_38502109.py	chr10	37818168	38502109
range_chrX_23195478_23900431.py	chrX	23195478	23900431
range_chr2_86102058_86807153.py	chr2	86102058	86807153
range_chr3_89527364_90227353.py	chr3	89527364	90227353
range_chr2_212738759_213419943.py	chr2	212738759	213419943
range_chr14_29316747_29998766.py	chr14	29316747	29998766
range_chr9_33433312_34138987.py	chr9	33433312	34138987
range_chr8_138364609_139041987.py	chr8	138364609	139041987
range_chr13_67329298_68010380.py	chr13	67329298	68010380
range_chr8_118678259_119357440.py	chr8	118678259	119357440
range_chr3_87423622_88126930.py	chr3	87423622	88126930
range_chr9_16543783_17248988.py	chr9	16543783	17248988
range_chr16_57206737_57889402.py	chr16	57206737	57889402
range_chr22_21240546_21924499.py	chr22	21240546	21924499
range_chr19_43549318_44233578.py	chr19	43549318	44233578
range_chr12_19461848_20143630.py	chr12	19461848	20143630
range_chr10_69668195_70350644.py	chr10	69668195	70350644
range_chr12_39377155_40059243.py	chr12	39377155	40059243
range_chr5_28464036_29165663.py	chr5	28464036	29165663
range_chrY_4027434_4761406.py	chrY	4027434	4761406
range_chr2_111980133_112662921.py	chr2	111980133	112662921
range_chr8_29925998_30629293.py	chr8	29925998	30629293
range_chr21_31941960_32623270.py	chr21	31941960	32623270
range_chr12_55773053_56458629.py	chr12	55773053	56458629
range_chr3_23539091_24241291.py	chr3	23539091	24241291
range_chrY_7694737_8426866.py	chrY	7694737	8426866
range_chr15_72596468_73279142.py	chr15	72596468	73279142
range_chr12_27649682_28333020.py	chr12	27649682	28333020
range_chr4_111996159_112677459.py	chr4	111996159	112677459
range_chr21_11440995_12129167.py	chr21	11440995	12129167
range_chr19_12006330_12689806.py	chr19	12006330	12689806
range_chr18_26442444_27124743.py	chr18	26442444	27124743
range_chr2_218865045_219549500.py	chr2	218865045	219549500
range_chr3_117202313_117879613.py	chr3	117202313	117879613
range_chrX_52505935_53211786.py	chrX	52505935	53211786
range_chr7_49511895_50213633.py	chr7	49511895	50213633
range_chr15_80104537_80785214.py	chr15	80104537	80785214
range_chr12_18780414_19461848.py	chr12	18780414	19461848
range_chr11_7850027_8555969.py	chr11	7850027	8555969
range_chrX_87166788_87871692.py	chrX	87166788	87871692
range_chr1_197595303_198275690.py	chr1	197595303	198275690
range_chr17_69618170_70299305.py	chr17	69618170	70299305
range_chr13_40053086_40734291.py	chr13	40053086	40734291
range_chr1_80129086_80830139.py	chr1	80129086	80830139
range_chr11_29746963_30428771.py	chr11	29746963	30428771
range_chr1_5322064_6045905.py	chr1	5322064	6045905
range_chr10_77861783_78543310.py	chr10	77861783	78543310
range_chr4_169106259_169787634.py	chr4	169106259	169787634
range_chr15_56229174_56911717.py	chr15	56229174	56911717
range_chr20_16781266_17462549.py	chr20	16781266	17462549
range_chr7_10896106_11598122.py	chr7	10896106	11598122
range_chr3_189317538_189996365.py	chr3	189317538	189996365
range_chr1_211210781_211892445.py	chr1	211210781	211892445
range_chr5_98933818_99636030.py	chr5	98933818	99636030
range_chr5_23554489_24257016.py	chr5	23554489	24257016
range_chr12_133150277_133265309.py	chr12	133150277	133265309
range_chr3_108359304_109039393.py	chr3	108359304	109039393
range_chr3_31252470_31953834.py	chr3	31252470	31953834
range_chr11_70369962_71148908.py	chr11	70369962	71148908
range_chr18_68069695_68750386.py	chr18	68069695	68750386
range_chr4_15879620_16581465.py	chr4	15879620	16581465
range_chr5_104403586_105082202.py	chr5	104403586	105082202
range_chr1_218695327_219375576.py	chr1	218695327	219375576
range_chr15_45994998_46676326.py	chr15	45994998	46676326
range_chr19_33299956_33981955.py	chr19	33299956	33981955
range_chr2_80477351_81178794.py	chr2	80477351	81178794
range_chr20_47834304_48514505.py	chr20	47834304	48514505
range_chr13_37328027_38009325.py	chr13	37328027	38009325
range_chr12_106061713_106723216.py	chr12	106061713	106723216
range_chr9_15135111_15838972.py	chr9	15135111	15838972
range_chrX_53211787_53918446.py	chrX	53211787	53918446
range_chr20_9259018_9963026.py	chr20	9259018	9963026
range_chr19_9250609_9957319.py	chr19	9250609	9957319
range_chr9_105526262_106208535.py	chr9	105526262	106208535
range_chr3_14406451_15109946.py	chr3	14406451	15109946
range_chr13_69372532_70053429.py	chr13	69372532	70053429
range_chr2_2222237_2945230.py	chr2	2222237	2945230
range_chr4_31302146_32015517.py	chr4	31302146	32015517
range_chrY_9220908_10003589.py	chrY	9220908	10003589
range_chr12_50984797_51668545.py	chr12	50984797	51668545
